Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
lp-pr117,"Wisselschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR117,10.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr117-1-l.webp,1,active
lp-pr118,"Wisselschakelaar IP44, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR118,14.95,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr118-1-l.webp,1,active
lp-pr118,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr118-2-l.webp,2,
lp-pr119,"Kruisschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR119,13.49,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr119-1-l.webp,1,active
lp-pr120,"Dubbele wisselschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR120,16.85,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr120-1-l.webp,1,active
lp-pr121,"Dubbele wisselschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR121,15.55,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr121-1-l.webp,1,active
lp-pr122,"Beldrukker, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR122,10.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr122-1-l.webp,1,active
lp-pr122,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr122-2-l.webp,2,
lp-pr123,"Beldrukker, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR123,9.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr123-1-l.webp,1,active
lp-pr123,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr123-2-l.webp,2,
lp-pr124,"Beldrukker IP44, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR124,12.69,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr124-1-l.webp,1,active
lp-pr125,"Sleutelschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR125,12.75,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr125-1-l.webp,1,active
lp-pr125,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr125-2-l.webp,2,
lp-pr125,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr125-3-l.webp,3,
lp-pr126,"Sleutelschakelaar, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Nominale stroom</td><td>10 A</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Schakelaars",TRUE,Title,Default Title,LP-PR126,5.55,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr126-1-l.webp,1,active
lp-pr126,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr126-2-l.webp,2,
lp-pr126,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr126-3-l.webp,3,
lp-pr127,"Draaidimmer 40-400W, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>40-400W (gloei/halogeen)</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Dimmers",TRUE,Title,Default Title,LP-PR127,64.89,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr127-1-l.webp,1,active
lp-pr127,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr127-2-l.webp,2,
lp-pr128,"Draaidimmer 40-400W, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>40-400W (gloei/halogeen)</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Dimmers",TRUE,Title,Default Title,LP-PR128,62.29,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr128-1-l.webp,1,active
lp-pr129,"LED-draaidimmer 3-100W, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Belasting</td><td>LED 3-100W</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Dimmers",TRUE,Title,Default Title,LP-PR129,82.29,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr129-1-l.webp,1,active
lp-pr130,"Wandcontactdoos zonder randaarde, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR130,7.29,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr130-1-l.webp,1,active
lp-pr130,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr130-2-l.webp,2,
lp-pr130,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr130-3-l.webp,3,
lp-pr131,"Wandcontactdoos zonder randaarde, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR131,6.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr131-1-l.webp,1,active
lp-pr132,"Dubbele wandcontactdoos zonder randaarde, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR132,10.05,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr132-1-l.webp,1,active
lp-pr133,"Wandcontactdoos met randaarde, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR133,8.09,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr133-1-l.webp,1,active
lp-pr133,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr133-2-l.webp,2,
lp-pr133,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr133-3-l.webp,3,
lp-pr134,"Wandcontactdoos met randaarde, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR134,7.29,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr134-1-l.webp,1,active
lp-pr134,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr134-2-l.webp,2,
lp-pr135,"Wandcontactdoos met randaarde, wit, set van 10","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>10 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR135,70.25,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr135-1-l.webp,1,active
lp-pr135,,,,,,,,,,,,,,,https://lichtplein.nl/img/p/lp-pr135-2-l.webp,2,
lp-pr136,"Wandcontactdoos met randaarde, wit, set van 5","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Zonder afdekraam (apart bestellen)</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr><tr><td>Verpakking</td><td>5 stuks</td></tr></table><p>Minimale afname 1 set. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR136,35.09,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr136-1-l.webp,1,active
lp-pr137,"Dubbele wandcontactdoos met randaarde, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP20</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR137,12.15,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr137-1-l.webp,1,active
lp-pr138,"Wandcontactdoos met randaarde met klapdeksel, wit","<p>Betrouwbaar basisschakelmateriaal voor de bouw en renovatie. Leverbaar met en zonder afdekraam, in wit en zand, inclusief opbouwvarianten. Scherp geprijsd bij afname per 10 stuks.</p><ul><li>CE-gecertificeerd</li><li>Schroefklem</li><li>Past in standaard inbouwdoos</li></ul><h3>Specificaties</h3><table><tr><td>Nominale stroom</td><td>16 A</td></tr><tr><td>Montage</td><td>Inbouw</td></tr><tr><td>IP-klasse</td><td>IP44</td></tr><tr><td>Afdekraam</td><td>Inclusief afdekraam</td></tr><tr><td>Aansluitklem</td><td>Schroefklem</td></tr><tr><td>Kleur</td><td>wit</td></tr><tr><td>Spanning</td><td>230 V</td></tr></table><p>Minimale afname 10 stuks. Projectprijs vanaf 100 stuks op aanvraag. Levering binnen 5 werkdagen.</p>",Lichtplein,PRIMA,"PRIMA,B2B,Wandcontactdozen",TRUE,Title,Default Title,LP-PR138,11.69,continue,manual,TRUE,TRUE,https://lichtplein.nl/img/p/lp-pr138-1-l.webp,1,active
